INDUSTRY_NAME,franchise_name,city,space,investment,no_of_outlets
Business Services Franchise,Sindhu Organic Agro And Farmstay,"Kathmandu, Nepal",500 - 750 Sq.ft,Rs. 1 - 50000,10 - 20
Business Services Franchise,Craftchise,"Hyderabad, India",,,
Business Services Franchise,Drone World India,"Sydney, Australia",1000 - 2000 Sq.ft,Rs. 1crore-2crore,Not Revealed
Business Services Franchise,98930 33124,"Indore, India",250 - 500 Sq.ft,Rs. 2lakhs -5 lakhs,20 - 40
Business Services Franchise,Notion Consultants,"Indore, India",,,
Business Services Franchise,Excitel,"Delhi, India",,,
Business Services Franchise,Vertisolve,"Bengaluru, India",,,
Business Services Franchise,MIB-MID Brain Activation Institute,"Coimbatore, India",,,
Business Services Franchise,Spartans Group,"Kolkata, India",,,
Business Services Franchise,ASN Pest Control,"Noida, India",,,
Business Services Franchise,Bio World,"Singampuneri, India",,,
Business Services Franchise,Smartrackpro,"Sonipat, India",,,
Business Services Franchise,Forun Express,"Rohtak, India",,,
Business Services Franchise,Sun Studio,"Sierre, Switzerland",,,
Business Services Franchise,Nice Creation,"Moradabad, India",,,
Business Services Franchise,Brightcode Software Services,"Ranchi, India",,,
Business Services Franchise,Dizi Global Solution,"Varanasi, India",,,
Business Services Franchise,Glowtank,"Bhopal, India",,,
Business Services Franchise,Unnati Consultants,"Lucknow, India",Less than 250 Sq.ft,Rs. 1 - 50000,No Franchisee
Business Services Franchise,RGIS Inventory Specialist,"Coleshill, United Kingdom",Less than 250 Sq.ft,Rs. 20lakhs-30lakhs,Less than 10
Business Services Franchise,New York Global Consultants Inc,"New York, United States",,,
Business Services Franchise,Medilente Pharma,"Chandigarh, India",,,
Business Services Franchise,Livtraan,"Ahmedabad, India",,,
Business Services Franchise,ePOS,"Ahmedabad, India",,,
Business Services Franchise,Business4indian,"Rajkot, India",,,
Business Services Franchise,NAKSHATRA EVENTS,"Vijayawada, India",,,
Business Services Franchise,The Fuel Delivery,"Mumbai, India",,,
Business Services Franchise,Unique Fame,"Cuddapah, India",,,
Business Services Franchise,Blimps India,"Kochi, India",,,
Business Services Franchise,LOOM SOLAR,"Faridabad, India",,,
Business Services Franchise,Political Members,"Rajamahendri, India",,,
Business Services Franchise,My Money Seva,"Mumbai, India",,,
Business Services Franchise,City Express,"Kolkata, India",,,
Business Services Franchise,India Udyog Mart,"Mumbai, India",,,
Business Services Franchise,PRASUM NET TECHNOLOGIES,"Haora, India",,,
Business Services Franchise,Parcel Station,"Chennai, India",,,
Business Services Franchise,Streetwise Solutions,"Hyderabad, India",,,
Business Services Franchise,Fresh Brand,"Sidhi, India",,,
Business Services Franchise,DigiInnov8,"Jaipur, India",,,
Business Services Franchise,Choksi Tax Services,"Ahmedabad, India",,,
Business Services Franchise,DEBJANI GHOSH,"Mumbai, India",,,
Business Services Franchise,Dentosoft,"Delhi, India",,,
Business Services Franchise,Saradhi Bridge Expansion Joints,"Hyderabad, India",,,
Business Services Franchise,CMT,"Hyderabad, India",,,
Business Services Franchise,RecruitingHub,"Chennai, India",Less than 250 Sq.ft,Rs. 5lakhs-10lakhs,10 - 20
Business Services Franchise,Amco Transport Sevices,"Jamnagar, India",,,
Business Services Franchise,EURO AGRI,"Hyderabad, India",Less than 250 Sq.ft,Rs. 5lakhs-10lakhs,Less than 10
Health Care Franchise,Jd Shopping Network,"Indore, India",Less than 250 Sq.ft,Rs. 50000 - 1Lakh,80 - 160
Health Care Franchise,Vertisolve,"Bengaluru, India",,,
Health Care Franchise,Aram Hospital,"Tiruchirappalli, India",,,
Health Care Franchise,Just Jaivik,"Ahmedabad, India",,,
Health Care Franchise,SpecsNLens,"Delhi, India",,,
Health Care Franchise,House Of Spice,"Indore, India",,,
Health Care Franchise,Otpeoplecom,"Pune, India",,,
Health Care Franchise,SUMAN PHARMACY,"Mumbai, India",,,
Health Care Franchise,Dava Discount,"Mumbai, India",,,
Health Care Franchise,OkTel Healthcare Mall,"Lucknow, India",,,
Health Care Franchise,Bione,"Bengaluru, India",Less than 250 Sq.ft,Rs. 10Lakhs - 15Lakhs,No Franchisee
Health Care Franchise,Sera Cue Labs,"Delhi, India",,,
Health Care Franchise,E Store India,"Delhi, India",,,
Health Care Franchise,ProGen Weight Management,"Bengaluru, India",,,
Health Care Franchise,Smile Dental Clinic,"Vijayawada, India",,,
Health Care Franchise,SANJIVANI,"Delhi, India",,,
Health Care Franchise,Hair Clinics,"Surat, India",,,
Health Care Franchise,Smile Studio,"Pune, India",,,
Health Care Franchise,Tanvi Herbals,"Mumbai, India",,,
Health Care Franchise,Royal Diagnostic Center,"Jaipur, India",,,
Health Care Franchise,Genericplus Pharmacy Pvt Ltd,"Pune, India",,,
Health Care Franchise,HOLIN,"Chennai, India",,,
Health Care Franchise,Sugar20 Pharmacy,"Hyderabad, India",,,
Health Care Franchise,Heartline Telemedical Services Pvt Ltd,"Chennai, India",,,
Health Care Franchise,Nigella Biotech,"Pune, India",,,
Health Care Franchise,HealthHUB,"Delhi, India",,,
Health Care Franchise,Medispot,"Chandigarh, India",,,
Health Care Franchise,Dentistree,"Chennai, India",,,
Health Care Franchise,ANSSI Wellness Center,"Mumbai, India",,,
Health Care Franchise,Kerala Ayurvedic Health Care,"Thiruvananthapuram, India",,,
Health Care Franchise,Nuga Best,"Noida, India",,,
Health Care Franchise,MEDICIN PHARMACY SOFTWARE,"Mumbai, India",Less than 250 Sq.ft,Rs. 1 - 50000,10 - 20
Health Care Franchise,Afflatus,"Sonipat, India",,,
Health Care Franchise,Ayurvita Healthcare Pvt Limited,"Mumbai, India",,,
Health Care Franchise,"PCD, Pharma Pranchise","Ambala, India",,,
Health Care Franchise,Sexologist,"Panipat, India",,,
Health Care Franchise,Wecare,"Noida, India",,,
Health Care Franchise,Kanahiyatrader,"Delhi, India",,,
Health Care Franchise,India IVF,"Gurgaon, India",,,
Health Care Franchise,Amratam,"Indore, India",,,
Health Care Franchise,Vasudeva Vilasam,"Thiruvananthapuram, India",,,
Health Care Franchise,Vcare,"Chennai, India",1000 - 2000 Sq.ft,Rs. 5lakhs-10lakhs,No Franchisee
Health Care Franchise,Amway,"Bengaluru, India",,,
Health Care Franchise,Baby Cell,"Mumbai, India",,,
Health Care Franchise,Sight Formers Eyecare And Opticals,"Jaipur, India",,,
Health Care Franchise,CARE  CURE AYURLABS,"Bengaluru, India",,,
Health Care Franchise,Dr. Kabra,"Jalgaon, India",,,
Health Care Franchise,Health Sanctuary,"Gurgaon, India",,,
Health Care Franchise,PreventiNe,"Mumbai, India",,,
Health Care Franchise,HealthUno,"Chennai, India",,,
Health Care Franchise,StemGenn Therapeutics,"Delhi, India",,,
Health Care Franchise,Fair Hair,"Chennai, India",,,
Health Care Franchise,Talin Remedies,"Amritsar, India",,,
Health Care Franchise,The Happy Tree,"Delhi, India",,,
Health Care Franchise,Dr Harors Wellness,"Delhi, India",,,
Health Care Franchise,GETWELLSOONONLINE.COM,"Palakkad, India",,,
Health Care Franchise,Tiens,"Chennai, India",,,
Health Care Franchise,INDIA LABS,"Pune, India",,,
Health Care Franchise,Care Pharmacy,"Ahmedabad, India",,,
Health Care Franchise,Nimai&amp;#039;s Borneo,"Aurangabad, India",,,
Health Care Franchise,QnQ Pharmacy,"Villupuram, India",,,
Health Care Franchise,Vibes,"Delhi, India",,,
Health Care Franchise,Vishal Organnix,"Mumbai, India",,,
Health Care Franchise,Gyan Pharma,"Sidhi, India",,,
Health Care Franchise,The Yogshala,"Ghaziabad, India",,,
Health Care Franchise,SRL Diagnostics Ltd,"Delhi, India",,,
Health Care Franchise,IndianPharma,"Mumbai, India",,,
Health Care Franchise,Emedix,"Patna, India",,,
Health Care Franchise,Anti Bacterial Paint Saniguard,"Delhi, India",,,
Health Care Franchise,Dr Sabharwals Wound Care,"Chandigarh, India",,,
Health Care Franchise,VHCA Hair Clinic,"Karnal, India",,,
Health Care Franchise,Perfect Health Solutions,"Mumbai, India",,,
Health Care Franchise,Erol Products,"Delhi, India",,,
Health Care Franchise,Saflon Plus,"Indore, India",,,
Health Care Franchise,Ayurvedic Research Centre,"Thane, India",,,
Health Care Franchise,Nexgen Acupressure Therapy Centre,"Rajpura, India",,,
Health Care Franchise,Qua Nutrition,"Bengaluru, India",,,
Health Care Franchise,e-zone The Organic Bazar,"Chennai, India",,,
Health Care Franchise,Code Blue Healthcare Limited,"Delhi, India",,,
Health Care Franchise,Arbex Phyto Systems,"Malappuram, India",,,
Health Care Franchise,Umang,"Thane, India",,,
Health Care Franchise,Iman Kalyan Chakraborty,"Shrirampur, India",,,
Health Care Franchise,Appraisal Pharmaceuticals,"Jaipur, India",,,
Health Care Franchise,SuAyu LifeCare,"Surat, India",,,
Health Care Franchise,Happy Napi Sanitary Products,"Mumbai, India",,,
Health Care Franchise,Dentzz Dental Care Centres,"Mumbai, India",,,
Health Care Franchise,Best Hearing Solutions,"Delhi, India",,,
Health Care Franchise,A2Z Medicals And  Surgicals,"Hyderabad, India",,,
Health Care Franchise,Sabse Sasta Dava Store,"Jodhpur, India",,,
Health Care Franchise,Shreeji Herbals,"Surat, India",,,
Health Care Franchise,UNXPHARMA,"Karnal, India",,,
Health Care Franchise,Sanda Wellness,"Goa, India",,,
Health Care Franchise,TROZA,"Bengaluru, India",,,
Health Care Franchise,Royal Diagnostics Centre Pvt Ltd,"Jaipur, India",,,
Health Care Franchise,Ohman Pvt Ltd,"Jaipur, India",,,
Health Care Franchise,Aurea,"Kochi, India",,,
Health Care Franchise,Vhca Hair Clinic,"Karnal, India",,,
Health Care Franchise,Taskar Health Care Mall,"Lucknow, India",,,
Health Care Franchise,IndiaDentalWorld,"Bengaluru, India",,,
Health Care Franchise,Indian Health Mall,"Solapur, India",750 - 1000 Sq.ft,Rs. 5lakhs-10lakhs,No Franchisee
Health Care Franchise,Eazy Home,"Lucknow, India",,,
Health Care Franchise,ICBio Clinical Research Pvt Ltd,"Bengaluru, India",,,
Health Care Franchise,Lifecare,"Mumbai, India",,,
Health Care Franchise,Rex Vet Superspeciality Pet Healthcare,"Delhi, India",,,
Health Care Franchise,KILPLAY Pest Control Pvt Ltd,"Bengaluru, India",,,
Health Care Franchise,Ambucare,"Mumbai, India",,,
Health Care Franchise,Dermapuritys,"Delhi, India",,,
Health Care Franchise,Ranon & Daugles Pharmceutical Pvt Ltd,"Dehradun, India",,,
Health Care Franchise,PROTECT HOME HEALTH CARE,"Bengaluru, India",,,
Health Care Franchise,Vedam Ayurveda Multispecialty Hospital,"Bengaluru, India",,,
Health Care Franchise,The Brain Seeder,"Bhopal, India",,,
Health Care Franchise,Take Care Diagnostics,"Jaipur, India",,,
Health Care Franchise,Zoctr Health,"Mumbai, India",,,
Health Care Franchise,Sonavi Laboratories,"Chandauli, India",,,
Health Care Franchise,Radolabs Pvt Ltd,"Porur, India",,,
Health Care Franchise,Mandevis Pharma,"Chandigarh, India",,,
Health Care Franchise,Pamosa Franchisee Business,"Pune, India",,,
Health Care Franchise,Evenprox,"Rajkot, India",,,
Health Care Franchise,Likhitha Diagnostic  Specialty Lab,"Hyderabad, India",,,
Health Care Franchise,The Body Care,"Faridabad, India",,,
Health Care Franchise,Berkowits Skin Healthcare Pvt.Ltd,"Mumbai, India",,,
Health Care Franchise,Qualtra,"Delhi, India",,,
Health Care Franchise,Pharmaceuticals,"Lucknow, India",,,
Health Care Franchise,Pharm Oclock,"Ahmedabad, India",,,
Health Care Franchise,Cure Meds,"Patna, India",,,
Health Care Franchise,Herbalayas,"Erode, India",,,
Health Care Franchise,Richfeel Trichology Center,"Mumbai, India",,,
Health Care Franchise,Generic Aadhaar,"Thane, India",,,
Health Care Franchise,Snejos Clinics  Diagnostic,"Thane, India",,,
Health Care Franchise,Zero G,"Mumbai, India",,,
Health Care Franchise,Precision Laboratories,"Mumbai, India",,,
Health Care Franchise,MEDSPRES,"Sibsagar, India",,,
Health Care Franchise,Australian Aesthetics  Hair Transplant,"Pune, India",,,
Health Care Franchise,DR AT DOORSTEP,"Vadodara, India",,,
Health Care Franchise,Always Best Care Senior Services,"Roseville, United States",,,
Health Care Franchise,Niramay Ayurvedic Hospital,"Surat, India",,,
Health Care Franchise,Pradeep Verma,"Sultanpur, India",,,
Health Care Franchise,ID Hospital Solution Pvt Ltd,"Delhi, India",,,
Health Care Franchise,RAJ EYE HOSPITAL,"Gorakhpur, India",,,
Health Care Franchise,Wearmyspexcom,"Ghaziabad, India",,,
Health Care Franchise,Thyrocare,"Mumbai, India",,,
Health Care Franchise,Keva Ayurveda Health Care Pvt Ltd,"Bengaluru, India",,,
Health Care Franchise,Soothika,"Kochi, India",,,
Health Care Franchise,Srestayu,"Hyderabad, India",,,
Health Care Franchise,Pankaj Rohilla,"Jaipur, India",,,
Health Care Franchise,Dr. Lal Path Labs,"Gurgaon, India",,,
Health Care Franchise,AYURZEAL SPINE CLINICS,"Ratnagiri, India",,,
Health Care Franchise,Alpic Biotech Ltd,"Ahmedabad, India",,,
Health Care Franchise,Rashi Diagnostic IND Pvt Ltd,"Bengaluru, India",,,
Health Care Franchise,Domarp Pharmacy Pvt Ltd,"Faridabad, India",,,
Health Care Franchise,Diagnopein Diagnostic Centre,"Pune, India",,,
Health Care Franchise,EYE FORTE,"Khunti, India",,,
Health Care Franchise,Anvayaa Kin Care Pvt Ltd,"Hyderabad, India",,,
Health Care Franchise,Florence,"Agra, India",,,
Health Care Franchise,Lensfit International Private Limited,"Hyderabad, India",,,
Health Care Franchise,Saptarshi Ayurveda,"Delhi, India",,,
Health Care Franchise,Shrishahealth,"Chennai, India",,,
Health Care Franchise,Parasnath Speciality Clinics,"Mumbai, India",,,
Health Care Franchise,BHARATH LIFE,"Madurai, India",,,
Health Care Franchise,Apollo Health and Lifestyle Ltd.,"Hyderabad, India",,,
Health Care Franchise,Arogyadarpan,"Pune, India",,,
Health Care Franchise,Leimarel Biotech Pvt.Ltd,"Delhi, India",,,
Health Care Franchise,SPECTRA PROBIO,"Mumbai, India",,,
Health Care Franchise,Matrucchhaya,"Mumbai, India",,,
Health Care Franchise,Neulife,"Mumbai, India",,,
Health Care Franchise,The Wellness Store,"Pune, India",,,
Health Care Franchise,Heal Wellness,"Kochi, India",,,
Health Care Franchise,Hritvi Wellness,"Bengaluru, India",,,
Health Care Franchise,Vacurect,"Delhi, India",,,
Health Care Franchise,Mission Tech,"Jamnagar, India",,,
Health Care Franchise,Lactomagic Dr Mix,"Lucknow, India",,,
Health Care Franchise,AYURSUN PHARMA,"Surat, India",,,
Health Care Franchise,TITAN Eye+,"Bengaluru, India",,,
Health Care Franchise,BeSure Healthcare,"Delhi, India",,,
Health Care Franchise,Express Clinics,"Pune, India",,,
Health Care Franchise,Vishwamangal Super Speciality Ayurveda Clinic,", India",,,
Health Care Franchise,Eye Mantra,"Delhi, India",,,
Health Care Franchise,Dr. Yogesh Kadams Miracles Health C,"Pune, India",,,
Health Care Franchise,MATRIX,"Bhatpara, India",,,
Health Care Franchise,Goldwater India,"Kanpur, India",,,
Health Care Franchise,Diagnostic Center,"Sultanpur, India",,,
Health Care Franchise,Guduchi The Ayurvedism,"Bengaluru, India",,,
Health Care Franchise,Grace Herbals,"Patiala, India",,,
Health Care Franchise,Sangopan,"Bengaluru, India",,,
Health Care Franchise,Gmm Human Care Pvt Ltd,"Hyderabad, India",,,
Health Care Franchise,Lifespan,"Mumbai, India",,,
Health Care Franchise,Lens &amp;amp; Meds,"Bengaluru, India",,,
Health Care Franchise,Deep Ayurveda,"Chandigarh, India",,,
Health Care Franchise,City Pathlabs,"Delhi, India",,,
Health Care Franchise,Steviocal,"Delhi, India",,,
Health Care Franchise,Dr.Fitness Healthcare,"Thane, India",,,
Health Care Franchise,Dr Taruns Dental,"Delhi, India",,,
Health Care Franchise,DNTCRC,"Jaipur, India",,,
Health Care Franchise,SRUJANANKUR,"Pune, India",,,
Health Care Franchise,Genu Path Labs,"Rajarhat Gopalpur, India",,,
Health Care Franchise,NATURE IMMUNE,"Nellore, India",,,
Health Care Franchise,Addict Free Spray,"Surat, India",,,
Health Care Franchise,Belachi Acupressure,"Delhi, India",,,
Health Care Franchise,Nirali  Udaan,"Bengaluru, India",,,
Health Care Franchise,OXFORD DIAGNOSTICS,"Raipur, India",,,
Health Care Franchise,"Ketax Soap , Cream And Powder","Pune, India",,,
Health Care Franchise,Sriaryan Ayurveda,"Bhiwani, India",,,
Health Care Franchise,Specialty Ranbaxy Labs,"Thane, India",,,
Health Care Franchise,Desun,"Kolkata, India",,,
Health Care Franchise,DocHome Pvt Ltd,"Bengaluru, India",,,
Health Care Franchise,Maharishi Ayurveda,"Delhi, India",,,
Health Care Franchise,Pacific Asia Consulting Expertise,"Jalandhar, India",,,
Health Care Franchise,OroEdge,"Delhi, India",,,
Health Care Franchise,Smile In Hour Cosmetic Laser Implants Clinic,"Ahmedabad, India",,,
Health Care Franchise,Times Health Care,"Chandigarh, India",,,
Health Care Franchise,Alleviate Therapeutics,"Kolkata, India",,,
Health Care Franchise,Perfect Wellness Pvt. Ltd,"Delhi, India",,,
Health Care Franchise,Mir-X,"Delhi, India",,,
Health Care Franchise,Tara Life Care Products Ltd.,"Ludhiana, India",,,
Health Care Franchise,Medifield,"Bengaluru, India",,,
Health Care Franchise,Ozone Ayurvedics,"Gurgaon, India",,,
Health Care Franchise,Kayush Pharmacy,"Valsad, India",,,
Health Care Franchise,Radik Pharmacy,"Delhi, India",,,
Health Care Franchise,Vinay Nayak,"Jhansi, India",,,
Health Care Franchise,Reelabs,"Hyderabad, India",,,
Health Care Franchise,Phygital Care,"Hyderabad, India",,,
Health Care Franchise,AGRAVAT,"Ahmedabad, India",,,
Health Care Franchise,Natural Remedies,"Bengaluru, India",,,
Health Care Franchise,Inokule Healthcare,"Thane, India",,,
Health Care Franchise,Earthen Wellness,"Bengaluru, India",,,
Beauty Franchise,MrBARBER Unisex Salon,"Lucknow, India",,,
Beauty Franchise,Pankaj Rohilla,"Jaipur, India",,,
Beauty Franchise,Wax Touch,"Bengaluru, India",,,
Beauty Franchise,Saraas Glamour Hub,"Rajarhat Gopalpur, India",,,
Beauty Franchise,CTN CryoClinics,"Hyderabad, India",,,
Beauty Franchise,Glamourworld,"Satna, India",,,
Beauty Franchise,Aliens Tattoo,"Mumbai, India",,,
Beauty Franchise,Seven Seas Spa,"Delhi, India",,,
Beauty Franchise,Red Orchid Spa,"Gurgaon, India",,,
Beauty Franchise,Sahaj Beauty Academy,"Kurukshetra, India",,,
Beauty Franchise,The Four Fountains Spa,", India",,,
Beauty Franchise,Lakme,"Mumbai, India",,,
Beauty Franchise,Salon Essence,"Bengaluru, India",,,
