INDUSTRY_NAME,franchise_name,city,space,investment,no_of_outlets
Retail Franchise,Style Spa,"Chennai, India",,,
Retail Franchise,Specsmakers,"Chennai, India",,,
Retail Franchise,Infiniteworx,"Pune, India",500 - 750 Sq.ft,Rs. 50Lakhs - 75Lakhs,Not Revealed
Retail Franchise,Usha&#039;s The Gift Shoppe,"Bengaluru, India",,,
Retail Franchise,DLF Brands,"Gurgaon, India",,,
Retail Franchise,Organic India,"Lucknow, India",,,
Retail Franchise,LINKSTORE,"Durg, India",,,
Retail Franchise,My Dear Cakes,"Chennai, India",,,
Retail Franchise,Landmark,"Chennai, India",,,
Retail Franchise,Scale Inch,"Bengaluru, India",1000 - 2000 Sq.ft,Rs. 5lakhs-10lakhs,No Franchisee
Retail Franchise,Metalphoto,"Mumbai, India",,,
Retail Franchise,Safal,"Bengaluru, India",,,
Retail Franchise,Indizel,"Mumbai, India",,,
Retail Franchise,Methiyadi Stop,"Kozhikode, India",,,
Retail Franchise,Liberty,"Gurgaon, India",,,
Retail Franchise,Bulchee,"Mumbai, India",,,
Retail Franchise,Vegetables Mart,"Ahmedabad, India",,,
Retail Franchise,Raha,"Hyderabad, India",,,
Retail Franchise,Store 99,"Delhi, India",,,
Retail Franchise,Basecamp,"Mumbai, India",,,
Retail Franchise,Just for Clocks,"Kolkata, India",,,
Retail Franchise,Gobol,"Delhi, India",,,
Retail Franchise,Lavanya Silver,"Delhi, India",,,
Retail Franchise,Panchayat Store,"Delhi, India",,,
Retail Franchise,Symphony Muzik,"Mumbai, India",,,
Retail Franchise,Shuddhi,"Delhi, India",,,
Retail Franchise,Titan,"Hosur, India",,,
Retail Franchise,Swiss Lifestyle,"Raipur, India",,,
Retail Franchise,Ekbote's Logs & Lumbers Pvt.,"Pune, India",,,
Retail Franchise,Online Matrimonial Services,"Mumbai, India",,,
Retail Franchise,Tezz,"Bengaluru, India",Less than 250 Sq.ft,Rs. 5lakhs-10lakhs,No Franchisee
Retail Franchise,Timex,"Noida, India",,,
Retail Franchise,Eastgas,"Kolkata, India",Less than 250 Sq.ft,Rs. 5lakhs-10lakhs,No Franchisee
Retail Franchise,Temac Designs,"Pune, India",,,
Retail Franchise,Impulse,"Kolkata, India",,,
Retail Franchise,Chhota Bheem,"Hyderabad, India",,,
Retail Franchise,The Indian Closet,"Hyderabad, India",,,
Retail Franchise,Door Step Electrical Service Pvt Ltd,"Delhi, India",,,
Retail Franchise,TVC Sky Shop,"Mumbai, India",,,
Retail Franchise,Interiors Haat,"Panipat, India",,,
Retail Franchise,Palenge,"Jabalpur, India",,,
Retail Franchise,Slipguard,"Faridabad, India",,,
Retail Franchise,Shopprix Super Mart,"Kannur, India",,,
Retail Franchise,Amara Raja Batteries,"Hyderabad, India",,,
Retail Franchise,YNew,"Bengaluru, India",,,
Retail Franchise,Firstcall,"Chennai, India",250 - 500 Sq.ft,Rs. 5lakhs-10lakhs,Not Revealed
Retail Franchise,Red Tape,"Delhi, India",,,
Retail Franchise,T Toys,"Jaipur, India",,,
Retail Franchise,Haier Experience Centre,"Delhi, India",,,
Retail Franchise,Torra,"Bengaluru, India",Less than 250 Sq.ft,Not Revealed,No Franchisee
Retail Franchise,Firefox,"Noida, India",,,
Retail Franchise,Magick,"Mumbai, India",,,
Retail Franchise,Krien Health Care,"Jammu, India",,,
Retail Franchise,The Saffron King,"Jammu, India",,,
Retail Franchise,Aero-Sports,"Thrissur, India",,,
Retail Franchise,RS Radhika Stones,"Delhi, India",,,
Retail Franchise,Power Plus,"Ahmedabad, India",,,
Retail Franchise,HOUSE OF UNITED,"Noida, India",1000 - 2000 Sq.ft,Rs. 20lakhs-30lakhs,Less than 10
Retail Franchise,The Bombay Store,"Mumbai, India",,,
Retail Franchise,Kidz-On-Wheelz,", India",,,
Retail Franchise,Aquavita,"Bengaluru, India",,,
Retail Franchise,Electrolux,"Mumbai, India",,,
Retail Franchise,Spacio,"Mumbai, India",,,
Retail Franchise,Book Cafe,"Delhi, India",,,
Retail Franchise,Foot Print,"Delhi, India",,,
Retail Franchise,Swiss Junction,"Delhi, India",,,
Retail Franchise,SATVIKK,"Bengaluru, India",,,
Retail Franchise,Sasta Samaan,"Delhi, India",,,
Retail Franchise,Kurl On,"Bengaluru, India",,,
Retail Franchise,Pristine Kitchen,"Pune, India",Less than 250 Sq.ft,Rs. 10Lakhs - 15Lakhs,Not Revealed
Retail Franchise,Prompt Renewables,"Bengaluru, India",,,
Retail Franchise,Toys On Rent,"Bengaluru, India",,,
Retail Franchise,WritingZone,"Chennai, India",,,
Retail Franchise,Shop Flirt,"Delhi, India",,,
Retail Franchise,Male Square,"Mumbai, India",,,
Retail Franchise,Soles,"Bengaluru, India",,,
Retail Franchise,Cherish Maternity,"Bengaluru, India",,,
Retail Franchise,GKB Opticals,"Kolkata, India",,,
Retail Franchise,Atcomarrt,"Mumbai, India",,,
Retail Franchise,Kapsun Global,"Ahmedabad, India",,,
Retail Franchise,Reliance Communications,"Chennai, India",,,
Retail Franchise,Franco Leome,"Delhi, India",,,
Retail Franchise,Repose Bean Bags,"Delhi, India",,,
Retail Franchise,Bata,", India",,,
Retail Franchise,Indo-Dan Lampshades,"Noida, India",,,
Retail Franchise,Kifahari,"Mumbai, India",Less than 250 Sq.ft,Not Revealed,No Franchisee
Retail Franchise,Maharaja Furniture,"Bengaluru, India",,,
Retail Franchise,Nautinati,"Gurgaon, India",,,
Retail Franchise,Arran Aromatics,"Pune, India",,,
Retail Franchise,Gold Filled,"Mumbai, India",,,
Retail Franchise,Portico,"Mumbai, India",,,
Retail Franchise,US Dollar Store,"Mumbai, India",,,
Retail Franchise,Cheap Jack Gift Collection,"Mumbai, India",,,
Retail Franchise,PrestoWonders,"Kolkata, India",,,
Retail Franchise,Bathline,"Delhi, India",,,
Retail Franchise,GoZopping Venture Pvt.Ltd,"Udaipur, India",,,
Retail Franchise,Adidas,"Gurgaon, India",,,
Retail Franchise,Rawat Brothers,"Pune, India",,,
Retail Franchise,Welhome,"Mumbai, India",,,
Retail Franchise,VARDA,"Mumbai, India",,,
Retail Franchise,Reliance Footprint,"Mumbai, India",,,
Retail Franchise,GruBox,"Delhi, India",,,
Retail Franchise,Godgift India,"Indore, India",,,
Retail Franchise,Florista,"Mumbai, India",,,
Retail Franchise,Aroma Store,"Hyderabad, India",Less than 250 Sq.ft,Rs. No Investment,No Franchisee
Retail Franchise,Viavero Italia,"Gurgaon, India",,,
Retail Franchise,Flora 69,"Mumbai, India",,,
Retail Franchise,Store99,"Delhi, India",,,
Retail Franchise,Agri Mart,"Bengaluru, India",,,
Retail Franchise,Australian Cookies,"Chennai, India",,,
Retail Franchise,Amul,"Anand, India",,,
Retail Franchise,Magppie,"Delhi, India",,,
Retail Franchise,ZOTALIC,", India",,,
Retail Franchise,US Dollar Stores,"Apopka, United States",,,
Retail Franchise,Adipa,"Pune, India",,,
Retail Franchise,Shakers Kitchen Innovations,"Kolkata, India",,,
Retail Franchise,Devotie,"Mumbai, India",,,
Retail Franchise,Prestige Smart Kitchen,"Bengaluru, India",,,
Retail Franchise,Eco Corner,"Mumbai, India",,,
Retail Franchise,Tiens,"Chennai, India",,,
Retail Franchise,AquariumWorld,"Hyderabad, India",,,
Retail Franchise,Gaddam,"Nellore, India",,,
Retail Franchise,JustShop24,"Kolkata, India",Less than 250 Sq.ft,Rs. 1 - 50000,Not Revealed
Retail Franchise,GK Vale & Co,"Bengaluru, India",,,
Retail Franchise,Birla Lifestyle,"Mumbai, India",,,
Retail Franchise,Oxford Book Store,"Kolkata, India",,,
Retail Franchise,Interi0rs,"Delhi, India",,,
Retail Franchise,Candy Treats,", India",,,
Retail Franchise,Basket Buzz,"Bengaluru, India",,,
Retail Franchise,Crossword,"Mumbai, India",,,
Sports Franchise,Mission Sports,"Bengaluru, India",Less than 250 Sq.ft,Rs. 5lakhs-10lakhs,40 - 80
Sports Franchise,SportyBeans,"Pune, India",1000 - 2000 Sq.ft,Rs. 15Lakhs - 20Lakhs,40 - 80
Sports Franchise,H2O,"Sagar, India",Greater than 5000 Sq.ft,Rs. 10Lakhs - 15Lakhs,Less than 10
Sports Franchise,Playmore,"Singapore, Singapore",1000 - 2000 Sq.ft,Rs. 10Lakhs - 15Lakhs,Less than 10
Sports Franchise,JUSTCYCLING,"Bengaluru, India",500 - 750 Sq.ft,Rs. 15Lakhs - 20Lakhs,Less than 10
Sports Franchise,Yoova Sports,"Mumbai, India",Less than 250 Sq.ft,Rs. 10Lakhs - 15Lakhs,No Franchisee
Sports Franchise,Baka Yaro,"Sidhi, India",500 - 750 Sq.ft,Rs. 2lakhs -5 lakhs,Less than 10
Sports Franchise,National Martial Arts Academy,"Noida, India",1000 - 2000 Sq.ft,Rs. 5lakhs-10lakhs,10 - 20
Sports Franchise,Pool Academy Aquatics India,"Johannesburg, South Africa",1000 - 2000 Sq.ft,Rs. 2lakhs -5 lakhs,10 - 20
Sports Franchise,Tackle Futsal,"Chennai, India",Greater than 5000 Sq.ft,Rs. 20lakhs-30lakhs,Less than 10
Business Services Franchise,Trade Reader,"Ahmedabad, India",,,
Business Services Franchise,Marriage lndeed,"Bengaluru, India",,,
Business Services Franchise,Bizman Associates,"Goa, India",,,
Business Services Franchise,R D Associates,"Thane, India",,,
Business Services Franchise,Rights Marks,"Chennai, India",,,
Business Services Franchise,J. K. Consultancy,"Delhi, India",,,
Business Services Franchise,Focus,"Hyderabad, India",,,
Business Services Franchise,Sign A Rama,"Chennai, India",,,
Business Services Franchise,Rostfrei Steels,"Delhi, India",,,
Business Services Franchise,Cruise Technologies Pvt Ltd,"Mumbai, India",,,
Business Services Franchise,VTRADE,"Mumbai, India",,,
Business Services Franchise,Akseelent Ruban,"Delhi, India",,,
Business Services Franchise,Andslite Pvt. Ltd.,"Delhi, India",,,
Business Services Franchise,Citizens Yellow Pages,"Ahmedabad, India",,,
Business Services Franchise,India Matrimatch,"Pune, India",,,
Business Services Franchise,IVAR GROUP,"Jamshedpur, India",,,
Business Services Franchise,Smswala,"Bengaluru, India",,,
Business Services Franchise,Jasmind Fintech,"Lucknow, India",,,
Business Services Franchise,Omegaitessolutions,"Kolkata, India",Less than 250 Sq.ft,Rs. 2lakhs -5 lakhs,10 - 20
Business Services Franchise,Web Designing And Software Development,"Mumbai, India",,,
Business Services Franchise,Bicron Power,"Bengaluru, India",,,
Business Services Franchise,C.E,"Bengaluru, India",,,
Business Services Franchise,Phonecare,"Mumbai, India",,,
Business Services Franchise,Viva,"Chennai, India",,,
Business Services Franchise,Mithila Consumer Goods P. Ltd.,"Delhi, India",,,
Business Services Franchise,Inductus,"Patna, India",,,
Business Services Franchise,The Print Bazaar,"Delhi, India",,,
Business Services Franchise,R Cube,"Delhi, India",,,
Business Services Franchise,FranchiseBazar,"Bengaluru, India",Less than 250 Sq.ft,Rs. 2lakhs -5 lakhs,Less than 10
Business Services Franchise,Sunflower Broking,"Rajkot, India",,,
Business Services Franchise,Paramount Enterprises,"Chandigarh, India",,,
Business Services Franchise,Multilink,"Mumbai, India",,,
Business Services Franchise,Anmol Technomart Pvt Ltd,"Ahmedabad, India",,,
Business Services Franchise,UNITRANS,"Surat, India",,,
Business Services Franchise,Suvidhaa,"Mumbai, India",,,
Business Services Franchise,Proquest Solutions Pvt. Ltd.,"Pune, India",,,
Business Services Franchise,AML,"Jaipur, India",,,
Business Services Franchise,Tender Tiger,"Ahmedabad, India",,,
Business Services Franchise,Sparket Marketing Private Limited,"Bengaluru, India",,,
Business Services Franchise,Airnetz,"Mumbai, India",,,
Business Services Franchise,Cravatex,"Mumbai, India",,,
Business Services Franchise,SHREE GAYATRI IMPRESSION,"Ahmedabad, India",Less than 250 Sq.ft,Rs. 5lakhs-10lakhs,10 - 20
Business Services Franchise,Curtis 1000 Lifafa,"Chennai, India",,,
Business Services Franchise,Mediasparkk,"Ajmer, India",Less than 250 Sq.ft,Rs. 50000 - 1Lakh,Less than 10
Business Services Franchise,SRC Laxmi Education,"Mumbai, India",,,
Business Services Franchise,ITEM Secure Pvt. Ltd.,"Vadodara, India",,,
Business Services Franchise,Thump,"Noida, India",,,
Business Services Franchise,IPR WALLA,"Badaun, India",Less than 250 Sq.ft,Rs. 2lakhs -5 lakhs,No Franchisee
Business Services Franchise,Shubang Communications,"Hyderabad, India",,,
Business Services Franchise,Stalwart Associates,"Hyderabad, India",,,
Business Services Franchise,PiK,"Kochi, India",,,
Business Services Franchise,Honest Dry Cleaners,"Rajkot, India",Less than 250 Sq.ft,Rs. 50000 - 1Lakh,Less than 10
Business Services Franchise,Re-Feel,"Kolkata, India",,,
Business Services Franchise,Chams,"Kottayam, India",,,
Business Services Franchise,Posterindya,"Panchkula, India",,,
Business Services Franchise,Lifeis World Enterprises Pvt. Ltd.,"Bengaluru, India",,,
Business Services Franchise,Brokerexcuse,"Thiruvalla, India",,,
Business Services Franchise,Cartidge World,"Mumbai, India",,,
Business Services Franchise,Yash Gifts,"Bengaluru, India",,,
Business Services Franchise,Vastukhoj,"Pune, India",,,
Business Services Franchise,Desmat Cartridge express,"Delhi, India",,,
Business Services Franchise,Big V Telecom,"Nagpur, India",,,
Business Services Franchise,Webdhaaba,"Delhi, India",Less than 250 Sq.ft,Rs. 2lakhs -5 lakhs,Less than 10
Business Services Franchise,International Benchmarking,"Noida, India",,,
Business Services Franchise,Sir Speedy,"Hyderabad, India",,,
Business Services Franchise,Dream Merchant Business Solution,"Itarsi, India",,,
Business Services Franchise,All India Samaj Sewa Kendra,"Yamunanagar, India",,,
Business Services Franchise,Aryan,"Kolkata, India",,,
Business Services Franchise,Jai Retail Services Pvt. Ltd.,"Ahmedabad, India",,,
Business Services Franchise,Kashi Digital Agency Pvt Ltd,"Varanasi, India",750 - 1000 Sq.ft,Rs. 1 - 50000,Less than 10
Business Services Franchise,Secure Guard,"Lucknow, India",,,
Business Services Franchise,Akshaya Concierge,"Secunderabad, India",,,
Business Services Franchise,Itz Cash,"Mumbai, India",,,
Business Services Franchise,GTOPBO,"Lucknow, India",,,
Business Services Franchise,25 Rupees,"Allahabad, India",,,
Business Services Franchise,MC lifestyle,"Bengaluru, India",,,
Business Services Franchise,Laundryboy,"Bengaluru, India",,,
Business Services Franchise,The Illustrators,"Bengaluru, India",,,
Business Services Franchise,ExpertZone,"Mumbai, India",250 - 500 Sq.ft,Rs. 5lakhs-10lakhs,No Franchisee
Business Services Franchise,Global college,"Goalpara, India",,,
Business Services Franchise,Pest Mortem,"Mumbai, India",,,
Business Services Franchise,Barter India,"Mumbai, India",,,
Business Services Franchise,Comfort Travels Services,"Hyderabad, India",,,
Business Services Franchise,BBX,"Delhi, India",,,
Business Services Franchise,Remya Communications,"Palakkad, India",,,
Business Services Franchise,Search Engine Portal,"Delhi, India",,,
Business Services Franchise,Dakbabu,"Delhi, India",,,
Business Services Franchise,Aubade Solar,"Delhi, India",,,
Business Services Franchise,i-ensure,"Ahmedabad, India",,,
Business Services Franchise,Global Medical Admission,"Chennai, India",,,
Business Services Franchise,EKonnect NBank,"Palakkad, India",,,
Business Services Franchise,Anil Mahala,"Nagaur, India",,,
Business Services Franchise,Amazon Easysell,"Mumbai, India",,,
Business Services Franchise,Snapkar,"Bharuch, India",,,
Business Services Franchise,Golden Eagle Film Studios,"Bengaluru, India",,,
Business Services Franchise,TheSafetyMaster,"Bhiwadi, India",,,
Business Services Franchise,ALL INDIA DIAL,"Nagpur, India",,,
Business Services Franchise,SCV-IT Creations,", India",,,
Business Services Franchise,Empower Network Inc.,"Noida, India",,,
Business Services Franchise,Service On Wheel,"Nagpur, India",,,
Business Services Franchise,JOB OFFER,"Pondicherry, India",,,
Business Services Franchise,Josoft Technologies Pvt Ltd,"Lucknow, India",,,
Business Services Franchise,Get Offered,"Mumbai, India",,,
Business Services Franchise,Logisteeca,"Kolkata, India",,,
Business Services Franchise,Revathy Systems,"Palakkad, India",,,
Business Services Franchise,EGB Advanced Security,"Chennai, India",,,
Business Services Franchise,"EGC, Skill Development","Hyderabad, India",,,
Business Services Franchise,PRINTDEL3D,", India",,,
Business Services Franchise,Zool Ad Network,"Jashpurnagar, India",,,
Business Services Franchise,Allfix Home,"Ahmedabad, India",,,
Business Services Franchise,Dias Security And Facility Private Limited,"Vasai-Virar, India",,,
Business Services Franchise,GoodChits,"Palghar, India",Less than 250 Sq.ft,Rs. No Investment,No Franchisee
Business Services Franchise,Aaartist,"Mumbai, India",,,
Business Services Franchise,Getit Infoservices Pvt Ltd,"Bengaluru, India",,,
Business Services Franchise,Brand99 Solutions,"Pune, India",,,
Business Services Franchise,Digikey,"Jaipur, India",,,
Business Services Franchise,Instant Repair,"Jabalpur, India",Less than 250 Sq.ft,Rs. No Investment,No Franchisee
Business Services Franchise,AftaPrinta,"Coimbatore, India",,,
Business Services Franchise,Gbn24News,"Delhi, India",,,
Business Services Franchise,Currencies Commodities,"Chennai, India",,,
Business Services Franchise,BSNP,"Chennai, India",,,
Business Services Franchise,Sun Sign Publication,"Ranchi, India",250 - 500 Sq.ft,Rs. 2lakhs -5 lakhs,No Franchisee
Business Services Franchise,Clicks Of Innocence,"Bengaluru, India",,,
Business Services Franchise,Divyajyoti Mohanty,"Bhubaneswar, India",,,
Business Services Franchise,ServBetter London,"Chandigarh, India",,,
Business Services Franchise,LeafyLand,"Mumbai, India",750 - 1000 Sq.ft,Rs. 20lakhs-30lakhs,Less than 10
Business Services Franchise,Bitwise Branding,"Ahmedabad, India",,,
Business Services Franchise,Twinto,"Chennai, India",,,
Business Services Franchise,Dhamaka Store,"Bengaluru, India",,,
Business Services Franchise,Vservegroup,"Noida, India",,,
Business Services Franchise,Pravin Onlien Consulting Services,"Namakkal, India",,,
Business Services Franchise,Kondaas,"Coimbatore, India",,,
Business Services Franchise,Devweb Technology IT,"Rajkot, India",,,
Business Services Franchise,GetPYbiz,"Bengaluru, India",,,
Business Services Franchise,ADS ON VEHICLE,"Delhi, India",,,
Business Services Franchise,UNIVERSAL INFOWIZ,"Ahmedabad, India",,,
Business Services Franchise,Law Diary,"Bengaluru, India",,,
Business Services Franchise,ASV,"Noida, India",,,
Business Services Franchise,Human Resource Solutions,"Ahmedabad, India",,,
Business Services Franchise,GIGAS LIVESMART,"Tirupati, India",,,
Business Services Franchise,SMART FIRST RATE,"Lucknow, India",Less than 250 Sq.ft,Rs. 1 - 50000,Less than 10
Business Services Franchise,Schneider Electric Wiser,"Bengaluru, India",500 - 750 Sq.ft,Rs. 20lakhs-30lakhs,No Franchisee
Business Services Franchise,ASAPcc,"Visakhapatnam, India",,,
Business Services Franchise,BlueLight Media Technologies,"Rania, India",,,
Business Services Franchise,MyToysClub,"Kolkata, India",,,
Business Services Franchise,Moris Talent Hunt,"Mumbai, India",,,
Business Services Franchise,Hyla International,"Bengaluru, India",,,
Business Services Franchise,Dhobiwala,"Bengaluru, India",,,
Business Services Franchise,Puthuma,"Palakkad, India",,,
Business Services Franchise,Businessdial,"Pune, India",Less than 250 Sq.ft,Rs. No Investment,Less than 10
Business Services Franchise,Indglobal Digital,"Bengaluru, India",3000 - 5000 Sq.ft,Rs. 75Lakhs - 1Crore,10 - 20
Business Services Franchise,India Udhyog,"Mumbai, India",,,
Business Services Franchise,SEO Ace India,"Ahmedabad, India",,,
Business Services Franchise,Pravin PRAYAG Hande,"Nagpur, India",,,
Business Services Franchise,Arrow Care,"Mumbai, India",1000 - 2000 Sq.ft,Rs. 2lakhs -5 lakhs,No Franchisee
Business Services Franchise,OneBandhan,"Mumbai, India",,,
Business Services Franchise,PrivateCourt,"Mumbai, India",,,
Business Services Franchise,Megatron,"Bengaluru, India",,,
Business Services Franchise,VAS TRIBOLOGY,"Jamshedpur, India",Less than 250 Sq.ft,Rs. 5lakhs-10lakhs,Less than 10
Business Services Franchise,Spring Edge,"Bengaluru, India",,,
Business Services Franchise,Mirza Enterprises,"Bahraich, India",,,
Business Services Franchise,Hawk Aerospace Pvt Ltd,"Mumbai, India",,,
Business Services Franchise,ATMIndia,"Mumbai, India",,,
Business Services Franchise,4C Corporate Services,"Chennai, India",Less than 250 Sq.ft,Rs. 20lakhs-30lakhs,Less than 10
Business Services Franchise,MGENN Hotel Management Software,"Coimbatore, India",,,
Business Services Franchise,Shree Amruttulya Jithe TEA Tithe Me,"Dombivli, India",,,
Business Services Franchise,Ebuy Logistics,"Chennai, India",,,
Business Services Franchise,Mastermind retail services,"Surat, India",,,
Business Services Franchise,Pathpradarshak,"Nagaur, India",,,
Business Services Franchise,Grexter Living,"Bengaluru, India",,,
Business Services Franchise,Elbex Pvt Ltd,"Coimbatore, India",,,
Business Services Franchise,Data Bridge Market Research,"Pune, India",,,
Business Services Franchise,Rocks2trade,"Ahmedabad, India",750 - 1000 Sq.ft,Rs. 2lakhs -5 lakhs,Less than 10
Business Services Franchise,InXpress India,"Delhi, India",,,
Business Services Franchise,Chef Pradeep  Co,"Faridabad, India",,,
Business Services Franchise,Daksh Enterprise,"Indore, India",,,
Business Services Franchise,1CALLFIX,"Nellore, India",,,
Business Services Franchise,Lehar,"Delhi, India",,,
Business Services Franchise,Foxtroit,"Ambikanagara, India",250 - 500 Sq.ft,Rs. 1Lakh - 2Lakh,10 - 20
Business Services Franchise,Construct India,"Hyderabad, India",,,
Business Services Franchise,Money4health,"Mira Bhayandar, India",,,
Business Services Franchise,Inphynyt Batteries,"Delhi, India",,,
Business Services Franchise,Eartheque Exquisite Elements,"Chennai, India",,,
Business Services Franchise,Sapeur Udhyog Mitra,"Ahmedabad, India",,,
Business Services Franchise,Moni Engineering Works,"Faridabad, India",,,
Business Services Franchise,ELookads,"Tuticorin, India",,,
Business Services Franchise,Justasec,"Hyderabad, India",,,
Business Services Franchise,Adaugeo,"Jaipur, India",,,
Business Services Franchise,Money N Mobile,"Mumbai, India",,,
Business Services Franchise,AIS Technolabs,"Ahmedabad, India",3000 - 5000 Sq.ft,Rs. 2Crore - 5Crore,Less than 10
Business Services Franchise,IIHT Technologies,"Bengaluru, India",,,
Business Services Franchise,Samriddhi Computers,"Gurgaon, India",,,
Business Services Franchise,AKTIVITA HR,"Delhi, India",,,
Business Services Franchise,Fisixworld,"Delhi, India",,,
Business Services Franchise,Step Manpower Pvt Ltd,"Mumbai, India",,,
Business Services Franchise,IBA Partner,"Pune, India",Less than 250 Sq.ft,Rs. 50000 - 1Lakh,10 - 20
Business Services Franchise,Academy Of  Robotics,"Visakhapatnam, India",,,
Business Services Franchise,Karma Management Consultants Pvt Ltd,"Mumbai, India",,,
Business Services Franchise,Bright N Shine,"Pune, India",,,
Business Services Franchise,Jodiyan Matrimony,"Kota, India",,,
Business Services Franchise,Ramdev Textiles,"Surat, India",,,
Business Services Franchise,Ubharta Gujarat,"Ahmedabad, India",,,
Business Services Franchise,Refeel Cartridge Engineering Pvt. Ltd,"Kolkata, India",,,
Business Services Franchise,ADNAC,"Mumbai, India",,,
Business Services Franchise,Pickbids,"Shikarpur, India",,,
Business Services Franchise,INTECH FACILITY SERVICES PVT LTD,"Madurai, India",,,
Business Services Franchise,Load Dial,"Bengaluru, India",,,
Business Services Franchise,Sipsnitya,"Mysuru, India",,,
Business Services Franchise,Rashmi Technologies  Solutions,"Ahmedabad, India",,,
Business Services Franchise,Mansha,"Nagpur, India",,,
Business Services Franchise,Sandhan Matrimony,"Berhampur, India",,,
Business Services Franchise,PayGyft,"Yelahanka, India",Less than 250 Sq.ft,Rs. 2lakhs -5 lakhs,20 - 40
Business Services Franchise,WDHS MART,"Indore, India",,,
Business Services Franchise,Soft4u Solurions Pvt. Ltd.,"Delhi, India",,,
Business Services Franchise,CAMS,"Chennai, India",,,
Business Services Franchise,Pexa,"Thiruvananthapuram, India",750 - 1000 Sq.ft,Rs. 5lakhs-10lakhs,20 - 40
Business Services Franchise,Waays Solutions,"Mumbai, India",,,
Business Services Franchise,Doorstep Services,"Kota, India",,,
Business Services Franchise,Unicell Communication,"Pune, India",,,
Business Services Franchise,Digiventry,"Nanded, India",,,
Business Services Franchise,Ardee e world,"Dehradun, India",,,
Business Services Franchise,MRI Network,", United States",,,
Business Services Franchise,Digital Indian,"Kolkata, India",,,
Business Services Franchise,Stadhawk,"Gurgaon, India",,,
Business Services Franchise,BITS,"Mumbai, India",,,
Business Services Franchise,Elemech Engineers,"Hyderabad, India",,,
Business Services Franchise,VISO,"Nagpur, India",,,
Business Services Franchise,IP Websoft,"Kolhapur, India",,,
Business Services Franchise,SimpliSafe,"Bengaluru, India",,,
Business Services Franchise,Aziza Shaikh,"Mumbai, India",,,
Business Services Franchise,Netbazzarin,"Bengaluru, India",Less than 250 Sq.ft,Rs. 5lakhs-10lakhs,10 - 20
Business Services Franchise,IDEA,"Mumbai, India",,,
Business Services Franchise,LEEZDESIGN,"Dehradun, India",,,
Business Services Franchise,Busipex,"Chennai, India",,,
Business Services Franchise,Hangout,"Bengaluru, India",,,
Business Services Franchise,M-Classifieds,"Kolkata, India",,,
Business Services Franchise,Savings Store,"Bina-Etawa, India",,,
Business Services Franchise,National Security Service,"Mumbai, India",,,
Business Services Franchise,Rayon HR Solutions,"Delhi, India",,,
Business Services Franchise,Niva Bupa Health Insurance,"Kanyakumari, India",,,
Business Services Franchise,Quarto ERP,"Ernakulam, India",,,
Business Services Franchise,Mobile Communication App,"Bengaluru, India",,,
Business Services Franchise,The HR Beans,"Pune, India",,,
Business Services Franchise,iPay,"Hyderabad, India",,,
Business Services Franchise,Xtracovercom,"Delhi, India",,,
Business Services Franchise,Pexelar,"Noida, India",Less than 250 Sq.ft,Rs. 1 - 50000,No Franchisee
Business Services Franchise,Vijay Parcel Services,"Mohanur, India",,,
Business Services Franchise,Guftagu,"Delhi, India",Less than 250 Sq.ft,Rs. 2lakhs -5 lakhs,No Franchisee
Business Services Franchise,Make,"Hyderabad, India",,,
Business Services Franchise,EduRBS Technology,"Varanasi, India",,,
Business Services Franchise,MasterMinds,"Mumbai, India",,,
Business Services Franchise,1All,"Bharuch, India",,,
Business Services Franchise,Our ERP,"Bengaluru, India",500 - 750 Sq.ft,Rs. 10Lakhs - 15Lakhs,Less than 10
Business Services Franchise,Easeprintings,"Faridabad, India",,,
Business Services Franchise,Click4csp.com,"Ghaziabad, India",,,
Business Services Franchise,Wedding Dreams,"Mumbai, India",,,
Business Services Franchise,Dura,"Delhi, India",,,
Business Services Franchise,Nitya Publications,"Bhopal, India",,,
Business Services Franchise,Curly Orange,"Pune, India",,,
Business Services Franchise,Eden Sandalwear,"Kolkata, India",,,
Business Services Franchise,Shopiya,"Gurgaon, India",,,
Business Services Franchise,Leadsvan,"Thrissur, India",Less than 250 Sq.ft,Rs. 1 - 50000,No Franchisee
Business Services Franchise,Lexy,"Madurai, India",,,
Business Services Franchise,Indiamart Intermesh Limited,"Mumbai, India",,,
Business Services Franchise,SolarPanels4u,"Florida, Cuba",,,
Business Services Franchise,Sagwan Farming,"Mumbai, India",,,
Business Services Franchise,Apnagsk,"Delhi, India",,,
Business Services Franchise,JCM Bazar,"Ujjain, India",,,
Business Services Franchise,AVOCSAS,"Jaipur, India",,,
Business Services Franchise,Infoskaters Technologies Pvt. Ltd.,"Bengaluru, India",,,
Business Services Franchise,Skillmap Training  Services Pvt Ltd,"Ernakulam, India",,,
Business Services Franchise,Akshay Techno Lab,"Aurangabad, India",,,
Business Services Franchise,Openmoney,"Pune, India",,,
Business Services Franchise,Leezdesign,"Dehradun, India",Less than 250 Sq.ft,Rs. No Investment,Less than 10
Business Services Franchise,IndianAdsOnline,"Palakkad, India",,,
Business Services Franchise,KKV GREENS,"Coimbatore, India",,,
Business Services Franchise,GoNag Solutions Pvt Ltd,"Davangere, India",,,
Business Services Franchise,Vvdmatrimony,"Kanchipuram, India",,,
Business Services Franchise,TALE,"Chennai, India",,,
Business Services Franchise,esevaWORLD,"Hyderabad, India",,,
